Number of Cities,Total Length,Time (s)
17,510.60376988158646,0.0
17,344.759661715478,0.0
17,439.1128799365161,0.0
17,324.9242396811234,0.0
17,476.5886502584211,0.0
17,460.93321684272735,0.0
17,386.12793189544936,0.0
17,376.0435904101719,0.0
17,431.6322259315796,0.0
17,411.0992890039825,0.0
17,379.34718860806356,0.0
17,367.28511303481235,0.0
17,383.5054405421062,0.0
17,414.77371573705125,0.0
17,380.2327617373611,0.0
17,480.81363128047946,0.0
17,461.76089556462836,0.0
17,452.06301057292524,0.0
17,488.8225283287592,0.0
17,431.9652186094571,0.0
17,329.4035783417421,0.0
17,390.69073308547513,0.0
17,447.467627737811,0.0
17,373.4894585267907,0.0
17,570.8240204788714,0.0
17,379.0112298316693,0.0
17,509.8900991126036,0.0
17,352.1761471855655,0.0
17,362.6263814652512,0.0
17,387.40376925116095,0.0
17,475.6796506743212,0.0
17,387.29200959946843,0.0
17,417.24334837477556,0.0
17,325.56131867451757,0.0
17,470.267685586462,0.0
17,365.7594305883572,0.0
17,358.8569751384357,0.0
17,352.05053082430953,0.0
17,487.5195744161167,0.0
17,438.22137367100504,0.0
18,506.4666508223383,0.0
18,313.5253718625925,0.0
18,516.4089225150423,0.0
18,439.4613356610776,0.0
18,381.7110643109201,0.0
18,514.4376101795029,0.0
18,445.8801974281254,0.0
18,412.1359259206185,0.0
18,433.49133732990185,0.0
18,406.83197388001463,0.0
18,301.71010422768654,0.0
18,484.42385457488615,0.0
18,387.6680890603849,0.0
18,494.1387996892773,0.0
18,333.7044838417428,0.0
18,435.0687918571092,0.0
18,479.9217010764408,0.0
18,509.5284208752079,0.0
18,420.53090808350464,0.0
18,428.815497818163,0.0
18,354.87406690769046,0.0
18,504.537246251373,0.0
18,405.506927492377,0.0
18,380.81038198356003,0.0
18,374.294841138039,0.0
18,487.31704164561637,0.0
18,426.31667721623137,0.0
18,353.0347560942548,0.0
18,479.8392230923539,0.0
18,383.1394730734677,0.0
18,371.00267850851867,0.0
18,376.7825494798483,0.0
18,362.84457899478247,0.0
18,381.69434499872693,0.0
18,425.4409406276888,0.0
18,501.7923606561829,0.0
18,508.00170286938805,0.0
18,439.8211690742618,0.0
18,408.90404296083005,0.0
18,336.37566864160266,0.0
18,362.96945392199837,0.0
18,361.1962423686853,0.0
18,406.36379796027995,0.0
18,469.66436359504524,0.0
18,409.8896051720106,0.0
18,385.4502377105119,0.0
18,384.5656914777515,0.0
18,486.972931315678,0.0
18,387.5905317353457,0.0
18,475.343786667074,0.0
18,389.1210081597074,0.0
18,426.41595288672715,0.0
18,414.77177097791565,0.0
18,492.6111872436702,0.0
18,376.09725122954916,0.0
18,499.3184962280924,0.002004861831665039
18,384.57053538086376,0.0
18,475.103320635716,0.0
18,375.2221976584833,0.0
18,384.2201405540564,0.0
18,409.71328752692585,0.0
18,483.7399578700449,0.0
18,402.6790894216685,0.0
18,384.1842210244977,0.0
18,445.70562931513894,0.0
18,426.82800598806125,0.0
18,432.82461592381765,0.0
18,451.15467983015753,0.0
18,448.4100039091612,0.0
18,402.9011172773676,0.0
18,440.2536138666161,0.0
18,473.1038677380628,0.0
18,443.2178300389262,0.0
18,424.73790999976325,0.0
18,389.18676463466466,0.0
18,387.5139478701529,0.0
18,489.6200683814828,0.0
18,468.31876392442615,0.0
18,394.42510003230694,0.0
18,520.9301831617339,0.0
18,411.25034346042577,0.0
18,558.303788224382,0.0
18,408.9182259796576,0.0
18,382.3082440779894,0.0
18,562.0068719778039,0.0
18,462.39759746469485,0.0
18,463.32597244083036,0.00200653076171875
18,418.380431931819,0.0
18,305.4469395360561,0.0
18,521.8284338365772,0.0
18,350.61422746482066,0.0
18,407.3597627123919,0.0
18,504.08555348219704,0.0
18,441.30049868699984,0.0
18,369.64990673533805,0.0
18,388.1994094347807,0.0
18,314.09830947952094,0.0
18,464.6412628068607,0.0020101070404052734
18,410.325162948713,0.0
18,485.0135228721412,0.0
19,477.5562718987732,0.0
19,383.2411994420588,0.0
19,486.44190924255975,0.0
19,410.0463132049282,0.0
19,424.0990195487491,0.0
19,569.1369263909468,0.0
19,435.387443989688,0.0
19,486.56105767174336,0.0
19,409.66024228890814,0.0
19,467.1899144003845,0.0
19,400.8613033166396,0.0
19,354.1393394052472,0.0
19,388.0549606591768,0.0
19,404.9592341378644,0.0
19,523.7747702624417,0.0
19,363.0589700409912,0.0
19,471.1980823594822,0.0
19,459.6398684277378,0.0
19,542.8417381636662,0.0
19,455.5134093363374,0.0
19,434.61930277014017,0.0
19,475.26040823618524,0.0
19,386.33924362596645,0.0
19,323.99619979218824,0.0
19,515.5144069255367,0.0
19,455.7468171169064,0.0
19,398.21273297794664,0.0
19,481.3643736092207,0.0
19,409.4493319318535,0.0
19,479.8407684810731,0.0
19,448.27032379764364,0.0
19,410.5485960585429,0.0
19,486.61710175510865,0.0
19,480.01911184659457,0.0
19,360.90713431900315,0.0
19,436.1299569205212,0.0
19,399.4939780205926,0.0
19,453.1317745558293,0.0
19,433.81816231587686,0.0
19,362.474028571416,0.0
19,473.6063340517952,0.0
19,389.3296008972802,0.0
19,335.6812644262059,0.0
19,358.1047695520153,0.0
19,506.491796099163,0.0
19,523.3079609526524,0.0
19,479.30375049381905,0.0
19,456.8151480183217,0.0
19,479.3069399927649,0.0
19,459.5002465124045,0.0
19,508.9450900824662,0.0
19,398.14060530703125,0.0
19,390.82577862952064,0.0
19,406.87629429198097,0.0
19,394.9100778320505,0.0
19,470.60665109713756,0.0
19,541.3130580908546,0.0
19,380.5343911093949,0.0
19,387.12148284098464,0.0
19,362.41429624696553,0.0
19,370.15310400138213,0.0
19,446.73599027305397,0.0
19,416.0076445511352,0.0
19,385.7567222780122,0.0
19,426.1451096818197,0.0
19,490.2446110400982,0.0
19,396.27938600312507,0.0
19,395.53423361692194,0.0
19,453.07358769874656,0.0
19,452.55250957673445,0.0
19,426.87102713525167,0.0
19,322.0705748262826,0.0
19,550.6320110363063,0.0
19,482.8201840371343,0.0
19,444.1855993102701,0.0
19,366.64373591484485,0.0
19,495.7425984076485,0.0
19,436.82278969671677,0.0
19,491.02413712995184,0.0
19,496.53330075272396,0.0
19,455.48552295028645,0.0
19,381.01668369663867,0.0
19,447.23567061741585,0.0
19,477.3683459092094,0.0
19,417.06522844373717,0.0
19,479.1071597901766,0.0
19,405.6261740373267,0.0
19,357.32854138909397,0.0
19,413.9494228080716,0.0
19,465.0546768041922,0.0
19,464.740862132181,0.0
19,428.81654829027195,0.0
19,373.41763645525003,0.0
19,516.4901277510844,0.0
